line,verse,part,text
861,216,2,ช่วยเชิดชื่อท่านผู้สร้างไว้ทั้งสาม
862,216,3,ให้ฦๅชาปรากฎได้งดงาม
863,216,4,พอเปนความชอบบ้างในทางบุญ
864,217,1,ถ้าขัดเคืองเบื้องหน้าขออานิสงส์
865,217,2,สิ่งนี้จงจานเจือช่วยเกื้อหนุน
866,217,3,ทั้งแก้วเนตรเชษฐาให้การุญ
867,217,4,อย่าเคืองขุ่นข้องขัดถึงตัดรอน
868,218,1,แล้วลาออกนอกโบสถ์ขึ้นโขดหิน
869,218,2,ตรวจวารินรดทำคำอักษร
870,218,3,ส่งส่วนบุญสุนทราสถาพร
871,218,4,ถึงบิดรมารดาครูอาจารย์
872,219,1,ถวายองค์มงกุฎอยุธเยศ
873,219,2,ทรงเศวตคชงามทั้งสามสาร
874,219,3,เสด็จถึงซึ่งบุรีนีรพาน
875,219,4,เคยโปรดปรานเปรียบเปี่ยมได้เทียมคน
876,220,1,สิ้นแผ่นดินปิ่นเกล้ามาเปล่าอก
877,220,2,น้ำตาตกตายน้อยลงร้อยหน
878,220,3,ขอพบเห็นเปนข้าฝ่ายุคล
879,220,4,พระคุณล้นเลี้ยงเฉลิมให้เพิ่มพูล
880,221,1,ถึงล่วงแล้วแก้วเกิดกับบุญฤทธิ
881,221,2,ยังช่วยปิดปกอยู่ไม่รู้สูญ
882,221,3,สิ้นแผ่นดินทินกรจรจำรูญ
883,221,4,ให้เพิ่มพูลพอสว่างหนทางเดิร
884,222,1,ดังจินดาห้าดวงช่วงประทีป
885,222,2,ให้ชูชีพช่วยทุกข์เมื่อฉุกเฉิน
886,222,3,เปนทำนุอุประถัมภ์ไม่ก้ำเกิน
887,222,4,จงเจริญเรียงวงศ์ทรงสุธา
888,223,1,อนึ่งน้อมจอมนิกรอักษรราช
889,223,2,บำรุงสาสนาสงฆ์ทรงสิกขา
890,223,3,จงไพบูลย์พูลสวัสดิ์วัฒนา
891,223,4,ชนมาหมื่นแสนอย่าแค้นเคือง
892,224,1,สิโนทกตกดินพอสิ้นแสง
893,224,2,ตวันแดงดูฟ้าเปนผ้าเหลือง
894,224,3,สิโรราบกราบลากลับมาเมือง
895,224,4,เปนสิ้นเรื่องที่ไปชมประธม เอย
